concept:name,time:timestamp,activity,TOC,AOR,Priority_Code,Substation,DeviceType,Device,event_message
4489245,2017-05-23 18:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4497901,2017-05-23 19:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4497918,2017-05-23 19:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4506711,2017-05-23 20:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4514776,2017-05-23 21:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4514806,2017-05-23 21:00:08.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4521645,2017-05-23 22:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4528849,2017-05-23 23:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4528862,2017-05-23 23:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4536313,2017-05-23 23:59:58.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4536330,2017-05-24 00:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4539501,2017-05-24 00:23:39.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1053,Substation1265 LN Device1053 KV HI LIM EXCEEDED 121.1 CURRENT VALUE 121.1 VOLT HIGH LIMIT VALUE 121.0
4539542,2017-05-24 00:23:54.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1789,Substation1265 LN Device1789 KV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
4539543,2017-05-24 00:23:54.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1038,Substation1265 LN Device1038 KV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
4540396,2017-05-24 00:30:20.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI1,Substation1265 BUS XFMR_BUS_PRI1 AKV HI LIM EXCEEDED 121.1 CURRENT VALUE 121.1 VOLT HIGH LIMIT VALUE 121.0
4540462,2017-05-24 00:30:44.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI2,Substation1265 BUS XFMR_BUS_PRI2 AKV HI LIM EXCEEDED 121.1 CURRENT VALUE 121.1 VOLT HIGH LIMIT VALUE 121.0
4544301,2017-05-24 01:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4544335,2017-05-24 01:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4547957,2017-05-24 01:29:08.000,TV,TMS,TOCPB,2,Substation1265,BUS,CAP_BANK_BUS,Substation1265 BUS CAP_BANK_BUS AKV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
4551175,2017-05-24 02:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4558048,2017-05-24 02:59:59.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4558056,2017-05-24 03:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4566115,2017-05-24 03:59:57.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4566131,2017-05-24 04:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4573468,2017-05-24 04:59:59.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4573500,2017-05-24 05:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4573565,2017-05-24 05:00:19.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4573604,2017-05-24 05:00:32.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4579781,2017-05-24 05:45:53.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI2,Substation1265 BUS XFMR_BUS_PRI2 AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
4579809,2017-05-24 05:46:06.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI1,Substation1265 BUS XFMR_BUS_PRI1 AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
4580125,2017-05-24 05:48:22.000,TV,TMS,TOCPB,2,Substation1265,BUS,CAP_BANK_BUS,Substation1265 BUS CAP_BANK_BUS AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
4581733,2017-05-24 06:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4587187,2017-05-24 06:44:08.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1038,Substation1265 LN Device1038 KV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
4589208,2017-05-24 06:59:58.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4589232,2017-05-24 07:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4597499,2017-05-24 08:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4597534,2017-05-24 08:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4601381,2017-05-24 08:27:32.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1789,Substation1265 LN Device1789 KV NORMAL 119.2 CURRENT VALUE 119.2 VOLT HIGH LIMIT VALUE 121.0
4603535,2017-05-24 08:42:20.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1053,Substation1265 LN Device1053 KV NORMAL 119.2 CURRENT VALUE 119.2 VOLT HIGH LIMIT VALUE 121.0
4605968,2017-05-24 08:59:59.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4605985,2017-05-24 09:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4606024,2017-05-24 09:00:08.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4613462,2017-05-24 10:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4613480,2017-05-24 10:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4620708,2017-05-24 11:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4628124,2017-05-24 12:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4635115,2017-05-24 12:59:57.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4635131,2017-05-24 13:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4635168,2017-05-24 13:00:06.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4635219,2017-05-24 13:00:22.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4635239,2017-05-24 13:00:30.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4642821,2017-05-24 14:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4649926,2017-05-24 15:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4650124,2017-05-24 15:01:17.000,DL,TMS,TOCPB,6,Substation1265,LN,Device1053,Substation1265 LN Device1053 FAR TERMINAL OPENED
4650262,2017-05-24 15:02:21.000,DL,TMS,TOCPB,6,Substation1265,LN,Device1053,Substation1265 LN Device1053 FAR TERMINAL CONNECTED
4656336,2017-05-24 16:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4656348,2017-05-24 16:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4663266,2017-05-24 17:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4663291,2017-05-24 17:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4670470,2017-05-24 18:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4677251,2017-05-24 19:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4677268,2017-05-24 19:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4684082,2017-05-24 19:59:58.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4684097,2017-05-24 20:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4690338,2017-05-24 21:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4690365,2017-05-24 21:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4697463,2017-05-24 22:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4710734,2017-05-25 00:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4717467,2017-05-25 00:59:59.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4717492,2017-05-25 01:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4724334,2017-05-25 02:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4725206,2017-05-25 02:09:18.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1053,Substation1265 LN Device1053 KV HI LIM EXCEEDED 121.1 CURRENT VALUE 121.1 VOLT HIGH LIMIT VALUE 121.0
4725224,2017-05-25 02:09:30.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1038,Substation1265 LN Device1038 KV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
4729243,2017-05-25 02:46:37.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1789,Substation1265 LN Device1789 KV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
4730655,2017-05-25 02:59:59.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4730681,2017-05-25 03:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4730704,2017-05-25 03:00:07.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4737338,2017-05-25 04:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4738605,2017-05-25 04:09:59.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI2,Substation1265 BUS XFMR_BUS_PRI2 AKV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
4738606,2017-05-25 04:09:59.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI1,Substation1265 BUS XFMR_BUS_PRI1 AKV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
4744419,2017-05-25 05:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4744444,2017-05-25 05:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4751663,2017-05-25 06:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4751686,2017-05-25 06:00:09.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4756973,2017-05-25 07:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4757224,2017-05-25 07:02:23.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI2,Substation1265 BUS XFMR_BUS_PRI2 AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
4757225,2017-05-25 07:02:23.000,TV,TMS,TOCPB,2,Substation1265,BUS,XFMR_BUS_PRI1,Substation1265 BUS XFMR_BUS_PRI1 AKV NORMAL 119.8 CURRENT VALUE 119.8 VOLT HIGH LIMIT VALUE 121.0
4757849,2017-05-25 07:08:27.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1038,Substation1265 LN Device1038 KV NORMAL 119.7 CURRENT VALUE 119.7 VOLT HIGH LIMIT VALUE 121.0
4763025,2017-05-25 08:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4763575,2017-05-25 08:04:36.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CLVL STATUS ALARM TEMP. INHIBIT UNTIL 25-MAY-2017 18:04:36 TEMPORARY INHIBITION END ACTION: REMOVE INHIBITION BY User60
4763576,2017-05-25 08:04:36.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CLVL STATUS ALARM INHIBITED BY User60
4769505,2017-05-25 08:59:59.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4769518,2017-05-25 09:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4769558,2017-05-25 09:00:06.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4776685,2017-05-25 10:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4776689,2017-05-25 10:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4782276,2017-05-25 10:47:16.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1789,Substation1265 LN Device1789 KV NORMAL 119.2 CURRENT VALUE 119.2 VOLT HIGH LIMIT VALUE 121.0
4783182,2017-05-25 10:54:22.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1053,Substation1265 LN Device1053 KV NORMAL 119.2 CURRENT VALUE 119.2 VOLT HIGH LIMIT VALUE 121.0
4783861,2017-05-25 11:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4790573,2017-05-25 12:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4796264,2017-05-25 12:59:58.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4796282,2017-05-25 13:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4796306,2017-05-25 13:00:06.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4802668,2017-05-25 14:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4809081,2017-05-25 15:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4809107,2017-05-25 15:00:06.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4815976,2017-05-25 16:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4815998,2017-05-25 16:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4822570,2017-05-25 17:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4822599,2017-05-25 17:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4822662,2017-05-25 17:00:22.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4822681,2017-05-25 17:00:29.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4829001,2017-05-25 18:00:04.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4829577,2017-05-25 18:04:37.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CLVL STATUS ALARM TEMP. INH.END
4829578,2017-05-25 18:04:37.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CLVL STATUS ALARM ENABLED BY User66
4835921,2017-05-25 19:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4843236,2017-05-25 20:00:02.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4850283,2017-05-25 21:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4850314,2017-05-25 21:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4856845,2017-05-25 22:00:08.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4863421,2017-05-25 23:00:01.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4870252,2017-05-25 23:59:59.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL LOW CHG-DET
4870268,2017-05-26 00:00:03.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4877123,2017-05-26 01:00:00.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4877148,2017-05-26 01:00:05.000,ML,TMS,TOCPB,4,Substation1265,BLKCAR,STUTR_PR1_UPLC,Substation1265 BLKCAR STUTR_PR1_UPLC CARRIER LEVEL NORMAL CHG-DET
4883050,2017-05-26 01:46:56.000,TV,TMS,TOCPB,2,Substation1265,LN,Device1038,Substation1265 LN Device1038 KV HI LIM EXCEEDED 121.0 CURRENT VALUE 121.0 VOLT HIGH LIMIT VALUE 121.0
