no,time:timestamp,name,TOC,activity,Priority_Code,case_id,DeviceType,Device,event_message
94384,2017-05-01 11:00:05.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027 BLKCAR MARKET SIGNAL RECEIVED NORMAL CHG-DET
94385,2017-05-01 11:00:05.000,ML,TMS,TOCLR,4,Substation977,BLKCAR,Device754,Substation977 BLKCAR Device754 SIGNAL RECEIVED NORMAL CHG-DET
94394,2017-05-01 11:00:07.000,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027 LN Device4416 #1 CARRIER LEVL NORMAL CHG-DET
94395,2017-05-01 11:00:07.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027 BLKCAR MARKET SIGNAL RECEIVED TRIP ENABLED CHG-DET
94397,2017-05-01 11:00:07.000,ML,TMS,TOCSE,4,Substation766,BLKCAR,Device645,Substation766 BLKCAR Device645 CARRIER LEVEL LOW CHG-DET
94402,2017-05-01 11:00:09.000,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459 BLKCAR Device285 SIGNAL XMIT NORMAL CHG-DET
94403,2017-05-01 11:00:09.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027 BLKCAR MARKET SIGNAL RECEIVED NORMAL CHG-DET
94404,2017-05-01 11:00:09.000,ML,TMS,TOCLR,4,Substation977,BLKCAR,Device754,Substation977 BLKCAR Device754 SIGNAL RECEIVED NORMAL CHG-DET
94809,2017-05-01 11:03:01.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 TRANSMITTER NORMAL CHG-DET
94810,2017-05-01 11:03:01.000,ML,TMS,TOCLR,4,Substation844,BLKCAR,Device676,Substation844 BLKCAR Device676 CARRIER LEVEL NORMAL CHG-DET
94869,2017-05-01 11:03:22.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
94908,2017-05-01 11:03:35.000,ML,TMS,TOCFC,4,Substation364,LSS,B5378,Substation364 LSS B5378 HEATER LOSS CHG-DET
94913,2017-05-01 11:03:38.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
94914,2017-05-01 11:03:38.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
94918,2017-05-01 11:03:38.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED NORMAL CHG-DET
94919,2017-05-01 11:03:38.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device20,Substation621 BLKCAR Device20 SIGNAL RECEIVED NORMAL CHG-DET
94928,2017-05-01 11:03:40.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
94930,2017-05-01 11:03:41.000,ML,TMS,TOCFC,4,Substation364,LSS,B5378,Substation364 LSS B5378 HEATER LOSS CHG-DET
94935,2017-05-01 11:03:42.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED NORMAL CHG-DET
94942,2017-05-01 11:03:46.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
94943,2017-05-01 11:03:46.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
94960,2017-05-01 11:03:51.000,ML,TMS,TOCWN,4,Substation282,LN,816,Substation282 LN 816 AMPA OVERLOAD 2000.0 CURRENT VALUE 2000.0 AMPS HIGH LIMIT VALUE 1800.0
94961,2017-05-01 11:03:51.000,ML,TMS,TOCWN,4,Substation282,LN,816,Substation282 LN 816 AMPB OVERLOAD 2000.0 CURRENT VALUE 2000.0 AMPS HIGH LIMIT VALUE 1800.0
94962,2017-05-01 11:03:51.000,ML,TMS,TOCWN,4,Substation282,LN,816,Substation282 LN 816 AMPC OVERLOAD 2000.0 CURRENT VALUE 2000.0 AMPS HIGH LIMIT VALUE 1800.0
94995,2017-05-01 11:04:01.000,ML,TMS,TOCWN,4,Substation282,LN,816,Substation282 LN 816 AMPA NORMAL 88.4 CURRENT VALUE 88.4 AMPS HIGH LIMIT VALUE 1800.0
94996,2017-05-01 11:04:01.000,ML,TMS,TOCWN,4,Substation282,LN,816,Substation282 LN 816 AMPB NORMAL 91.3 CURRENT VALUE 91.3 AMPS HIGH LIMIT VALUE 1800.0
94997,2017-05-01 11:04:01.000,ML,TMS,TOCWN,4,Substation282,LN,816,Substation282 LN 816 AMPC NORMAL 96.2 CURRENT VALUE 96.2 AMPS HIGH LIMIT VALUE 1800.0
95020,2017-05-01 11:04:09.000,ML,TMS,TOCFCS,4,Substation364,BATT,BATTERY,Substation364 BATT BATTERY TROUBLE TROUBLE CHG-DET
95113,2017-05-01 11:04:48.000,ML,TMS,TOCFC,4,Substation364,LSS,B5378,Substation364 LSS B5378 HEATER NORMAL CHG-DET
95115,2017-05-01 11:04:50.000,ML,TMS,TOCFC,4,Substation364,LSS,B5378,Substation364 LSS B5378 HEATER LOSS CHG-DET
95118,2017-05-01 11:04:51.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED NORMAL CHG-DET
95123,2017-05-01 11:04:52.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
95167,2017-05-01 11:05:14.000,ML,TMS,TOCFC,4,Substation364,LSS,B5378,Substation364 LSS B5378 HEATER LOSS CHG-DET
95171,2017-05-01 11:05:15.000,ML,TMS,TOCFC,4,Substation621,BLKCAR,Device144,Substation621 BLKCAR Device144 SIGNAL RECEIVED NORMAL CHG-DET
95174,2017-05-01 11:05:16.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
95175,2017-05-01 11:05:16.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
95218,2017-05-01 11:05:37.000,ML,TMS,TOCMS,4,Substation999,CAP,J5195,Substation999 CAP J5195 CLOSE CKT TIMER RESET CHG-DET
95271,2017-05-01 11:05:59.000,ML,TMS,TOCGR,4,Substation1447,BLKCAR,Device527,Substation1447 BLKCAR Device527 CARRIER LEVEL LOW CHG-DET
95296,2017-05-01 11:06:04.000,ML,TMS,TOCGR,4,Substation190,BLKCAR,Device391,Substation190 BLKCAR Device391 CARRIER LEVEL LOW CHG-DET
95389,2017-05-01 11:06:41.000,ML,TMS,TOCFC,4,Substation364,LSS,B5378,Substation364 LSS B5378 HEATER NORMAL CHG-DET
95394,2017-05-01 11:06:42.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
95395,2017-05-01 11:06:42.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
95400,2017-05-01 11:06:44.000,ML,TMS,TOCFCS,4,Substation364,BATT,BATTERY,Substation364 BATT BATTERY TROUBLE NORMAL CHG-DET
95451,2017-05-01 11:07:05.000,ML,TMS,TOCMS,4,Substation999,CAP,J5195,Substation999 CAP J5195 CLOSE CKT TIMER SET CHG-DET
95546,2017-05-01 11:07:44.000,ML,TMS,TOCMS,4,Substation999,CAP,J5195,Substation999 CAP J5195 CLOSE CKT TIMER RESET CHG-DET
95572,2017-05-01 11:08:01.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027 BLKCAR MARKET SIGNAL RECEIVED TRIP ENABLED CHG-DET
95577,2017-05-01 11:08:02.000,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027 LN Device4416 #1 CARRIER LEVL LOW CHG-DET
95578,2017-05-01 11:08:02.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027 BLKCAR MARKET SIGNAL RECEIVED NORMAL CHG-DET
95580,2017-05-01 11:08:03.000,ML,TMS,TOCGR,4,Substation1027,LN,Device4416,Substation1027 LN Device4416 #1 CARRIER LEVL NORMAL CHG-DET
95581,2017-05-01 11:08:03.000,ML,TMS,TOCGR,4,Substation1027,BLKCAR,MARKET,Substation1027 BLKCAR MARKET SIGNAL RECEIVED NORMAL CHG-DET
95716,2017-05-01 11:09:03.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
95735,2017-05-01 11:09:11.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
95744,2017-05-01 11:09:15.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
95752,2017-05-01 11:09:19.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
95771,2017-05-01 11:09:24.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED TRIP ENABLED CHG-DET
95779,2017-05-01 11:09:29.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
95781,2017-05-01 11:09:31.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device775,Substation1039 BLKCAR Device775 SIGNAL RECEIVED NORMAL CHG-DET
96603,2017-05-01 11:14:55.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER LOSS CHG-DET
96849,2017-05-01 11:16:36.000,ML,TMS,TOCLR,4,Substation687,BLKCAR,Device349,Substation687 BLKCAR Device349 SIGNAL RECEIVED NORMAL CHG-DET
97113,2017-05-01 11:18:23.000,ML,TMS,TOCLF,4,Substation298,TONE,L233,Substation298 TONE L233 TRIP RECEIVED ALARM CHG-DET
97249,2017-05-01 11:19:11.000,ML,TMS,TOCBR,4,Substation740,GCB,20585_HI_PRESS,Substation740 GCB 20585_HI_PRESS HEATER NORMAL CHG-DET
97460,2017-05-01 11:20:30.000,ML,TMS,TOCPB,4,Substation1459,BLKCAR,Device285,Substation1459 BLKCAR Device285 SIGNAL XMIT NORMAL CHG-DET
97597,2017-05-01 11:21:20.000,ML,TMS,TOCPA,4,Substation879,LN,414,Substation879 LN 414 AMPG UNBALANCED 800.0 CURRENT VALUE 800.0 AMPG HIGH LIMIT VALUE 10.9
97678,2017-05-01 11:21:50.000,ML,TMS,TOCPA,4,Substation879,LN,414,Substation879 LN 414 AMPG NORMAL 4.1 CURRENT VALUE 4.1 AMPG HIGH LIMIT VALUE 10.9
97913,2017-05-01 11:23:34.000,ML,TMS,TOCBY,4,Substation996,BLKCAR,Device144,Substation996 BLKCAR Device144 CHECKBACK TEST IN PROGRESS CHG-DET
97924,2017-05-01 11:23:37.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED TRIP ENABLED CHG-DET
97930,2017-05-01 11:23:41.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED TRIP ENABLED CHG-DET
97936,2017-05-01 11:23:44.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
97946,2017-05-01 11:23:49.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
97951,2017-05-01 11:23:51.000,ML,TMS,TOCOG,4,Substation1037,BLKCAR,L514,Substation1037 BLKCAR L514 SIGNAL RECEIVED NORMAL CHG-DET
97960,2017-05-01 11:23:54.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED TRIP ENABLED CHG-DET
97965,2017-05-01 11:23:56.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
97978,2017-05-01 11:24:03.000,ML,TMS,TOCFC,4,Substation1039,BLKCAR,Device122,Substation1039 BLKCAR Device122 SIGNAL RECEIVED NORMAL CHG-DET
97979,2017-05-01 11:24:04.000,ML,TMS,TOCBY,4,Substation996,BLKCAR,Device144,Substation996 BLKCAR Device144 CHECKBACK TEST NORMAL CHG-DET
98602,2017-05-01 11:28:49.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER LOSS CHG-DET
98689,2017-05-01 11:29:25.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
98725,2017-05-01 11:29:39.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
98782,2017-05-01 11:29:57.000,ML,TMS,TOCLR,4,Substation980,CAP,C1,Substation980 CAP C1 CAP UNBALANCE ALARM CHG-DET
98855,2017-05-01 11:30:31.000,ML,TMS,TOCLR,4,Substation980,CAP,C1,Substation980 CAP C1 CAP UNBALANCE NORMAL CHG-DET
98914,2017-05-01 11:30:48.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
99076,2017-05-01 11:31:53.000,ML,TMS,TOCBR,4,Substation740,GCB,20580_HI_PRESS,Substation740 GCB 20580_HI_PRESS HEATER NORMAL CHG-DET
99352,2017-05-01 11:33:45.000,ML,TMS,TOCLR,4,Substation980,CAP,C1,Substation980 CAP C1 CAP UNBALANCE NORMAL CHG-DET
99491,2017-05-01 11:34:41.000,ML,TMS,TOCPA,4,Substation714,TONE,L519,Substation714 TONE L519 TRIP RECEIVED NORMAL CHG-DET
99692,2017-05-01 11:36:13.000,ML,TMS,TOCLF,4,Substation761,RELAY,L279_SEL421,Substation761 RELAY L279_SEL421 SIGNAL RECEIVED NORMAL CHG-DET
99694,2017-05-01 11:36:13.000,ML,TMS,TOCLF,4,Substation761,LN,Device1367,Substation761 LN Device1367 SIGNAL XMIT NORMAL CHG-DET
99804,2017-05-01 11:36:42.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
99809,2017-05-01 11:36:44.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED BLOCK TRIP CHG-DET
99815,2017-05-01 11:36:46.000,ML,TMS,TOCNL,4,Substation1058,BLKCAR,R2362_PLANT,Substation1058 BLKCAR R2362_PLANT SIGNAL RECEIVED NORMAL CHG-DET
99855,2017-05-01 11:37:00.000,ML,TMS,TOCFC,4,Substation97,LDS,B0926,Substation97 LDS B0926 HEATER NORMAL CHG-DET
